State,County,TotalPopulation,LowAccess_1MUrban_10MRural,LowAccess_HalfUrban_10MRural,LowAccess_HalfUrban_10MRural,LowAccess_LowInc_1MUrban_10MRural,LowAccess_LowInc_HalfUrban_10MRural,LowAccess_LowInc_1MUrban_20MRural,LowAccessTotal_HalfM,LowAccess_LowIncTotal_HalfM,LowAccessWhite_HalfM,LowAccessBlack_HalfM,LowAccessAsian_HalfM,LowAccessNHPI_HalfM,LowAccessNAAN_HalfM,LowAccessOther_HalfM,LowAccessHispLatam_HalfM,LowAccessSNAP_HalfM,LowAccessWhite_1M,LowAccessBlack_1M,LowAccessAsian_1M,LowAccessNHPI_1M,LowAccessNAAN_1M,LowAccessOther_1M,LowAccessHispLatam_1M,LowAccessSNAP_1M,LowAccessWhite_10M,LowAccessBlack_10M,LowAccessAsian_10M,LowAccessNHPI_10M,LowAccessNAAN_10M,LowAccessOther_10M,LowAccessHispLatam_10M,LowAccessSNAP_10M,TotalPopulationWhite,TotalPopulationBlack,TotalPopulationAsian,TotalPopulationNHPI,TotalPopulationNAAN,TotalPopulationOther,TotalPopulationHispanicLatam,TotalPopulationSnapBenefits,,
Michigan,Macomb County," 840,978 "," 114,674 "," 298,474 "," 114,674 "," 24,609 "," 78,785 "," 24,609 "," 312,018 "," 80,836 "," 269,988 "," 24,325 "," 8,779 ", 67 , 936 ," 7,923 "," 6,850 "," 13,819 "," 112,808 "," 7,228 "," 2,978 ", 25 , 346 ," 2,977 "," 2,729 "," 4,421 ", -   , -   , -   , -   , -   , -   , -   , -   ," 717,973 "," 72,723 "," 25,063 ", 179 ," 1,252 "," 2,504 "," 8,764 "," 15,892 ",,
Michigan,Manistee County," 24,733 "," 1,184 "," 2,392 "," 1,165 ", 263 , 640 , 255 ," 9,630 "," 3,078 "," 8,932 ", 347 , 22 , 5 , 142 , 183 , 204 , 452 ," 7,277 ", 341 , 18 , 4 , 112 , 151 , 173 , 357 , 18 , -   , -   , -   , 0 , 0 , 1 , 2 ," 22,811 ", 723 , 67 , 14 , 56 , 112 , 391 , 519 ,,
Michigan,Marquette County," 67,077 "," 5,742 "," 12,075 "," 4,078 "," 1,712 "," 4,490 "," 1,258 "," 26,106 "," 8,378 "," 24,377 ", 518 , 143 , 5 , 487 , 575 , 277 ," 1,180 "," 16,040 ", 453 , 77 , 4 , 349 , 365 , 169 , 747 ," 1,974 ", 3 , 17 , 1 , 64 , 56 , 13 , 205 ," 62,911 "," 1,141 ", 385 , 13 , 131 , 263 , 919 ," 1,357 ",,
Michigan,Mason County," 28,705 "," 3,694 "," 5,411 "," 1,867 "," 1,298 "," 1,997 ", 490 ," 11,864 "," 4,137 "," 11,340 ", 54 , 48 , -   , 106 , 317 , 395 , 622 ," 9,463 ", 37 , 33 , -   , 87 , 237 , 293 , 452 ," 1,756 ", 4 , 15 , -   , 38 , 82 , 71 , 254 ," 27,225 ", 172 , 132 , -   , 59 , 118 , 412 , 716 ,,
Michigan,Mecosta County," 42,798 "," 4,900 "," 5,304 "," 4,354 "," 3,289 "," 3,529 "," 3,087 "," 21,097 "," 9,824 "," 19,766 ", 532 , 137 , 5 , 134 , 523 , 362 ," 1,134 "," 18,896 ", 484 , 123 , 4 , 129 , 500 , 344 ," 1,081 ", 528 , 4 , 3 , -   , 7 , 17 , 16 , 64 ," 40,095 "," 1,077 ", 279 , 11 , 67 , 134 , 468 ," 1,304 ",,
Michigan,Menominee County," 24,029 "," 1,910 "," 3,490 "," 1,415 ", 642 ," 1,300 ", 458 ," 10,701 "," 3,681 "," 10,192 ", 30 , 29 , 2 , 311 , 136 , 111 , 521 ," 8,247 ", 20 , 19 , 2 , 296 , 114 , 81 , 408 , 479 , 1 , 1 , 0 , 10 , 18 , 3 , 48 ," 22,891 ", 72 , 70 , 8 , 49 , 99 , 346 , 600 ,,
Michigan,Midland County," 83,629 "," 8,104 "," 15,558 "," 7,433 "," 1,976 "," 3,854 "," 1,666 "," 37,148 "," 9,669 "," 35,173 ", 426 , 665 , 21 , 167 , 697 , 744 ," 1,727 "," 26,916 ", 242 , 373 , 16 , 134 , 501 , 529 ," 1,307 ", 648 , 1 , 0 , -   , 13 , 29 , 52 , 90 ," 79,063 "," 1,013 "," 1,556 ", 46 , 98 , 195 , 683 ," 1,986 ",,
Michigan,Missaukee County," 14,849 ", 316 , 316 , -   , 128 , 128 , -   ," 7,022 "," 2,902 "," 6,829 ", 17 , 21 , 0 , 36 , 119 , 140 , 423 ," 6,302 ", 12 , 20 , 0 , 33 , 113 , 133 , 381 , 311 , -   , -   , -   , 6 , 5 , 3 , 52 ," 14,419 ", 43 , 46 , 1 , 17 , 34 , 119 , 487 ,,
Michigan,Monroe County," 152,021 "," 12,069 "," 24,052 "," 12,069 "," 2,443 "," 6,253 "," 2,443 "," 64,229 "," 16,054 "," 61,132 "," 1,014 ", 334 , 10 , 187 ," 1,553 "," 1,826 "," 2,724 "," 44,763 ", 631 , 231 , 7 , 130 , 968 ," 1,155 "," 1,792 ", -   , -   , -   , -   , -   , -   , -   , -   ," 143,476 "," 3,237 ", 842 , 26 , 222 , 444 ," 1,554 "," 3,133 ",,
Michigan,Montcalm County," 63,342 ", 790 ," 2,235 ", 790 , 330 ," 1,058 ", 330 ," 29,041 "," 10,836 "," 27,367 ", 733 , 98 , 9 , 134 , 701 , 858 ," 1,550 "," 22,879 ", 705 , 72 , 7 , 110 , 560 , 689 ," 1,260 ", -   , -   , -   , -   , -   , -   , -   , -   ," 59,752 "," 1,483 ", 224 , 19 , 93 , 186 , 652 ," 1,783 ",,
Michigan,Montmorency County," 9,765 ", 188 , 188 , -   , 58 , 58 , -   ," 4,464 "," 1,949 "," 4,354 ", 7 , 7 , 0 , 21 , 73 , 45 , 258 ," 3,644 ", 6 , 5 , 0 , 18 , 61 , 37 , 219 , 184 , -   , 1 , -   , 2 , 6 , 1 , 26 ," 9,532 ", 15 , 15 , 1 , 10 , 20 , 71 , 297 ,,
Michigan,Muskegon County," 172,188 "," 37,052 "," 55,803 "," 37,052 "," 14,914 "," 22,606 "," 14,914 "," 76,717 "," 28,980 "," 61,447 "," 11,031 ", 419 , 13 , 618 ," 3,188 "," 3,658 "," 5,431 "," 45,957 "," 6,759 ", 297 , 7 , 442 ," 2,263 "," 2,548 "," 3,889 ", -   , -   , -   , -   , -   , -   , -   , -   ," 137,679 "," 24,882 ", 941 , 28 , 433 , 866 ," 3,030 "," 6,246 ",,
Michigan,Newaygo County," 48,460 "," 1,041 "," 1,814 ", 792 , 430 , 776 , 318 ," 22,005 "," 8,635 "," 20,784 ", 202 , 80 , 5 , 172 , 763 ," 1,155 "," 1,478 "," 18,183 ", 171 , 62 , 4 , 156 , 609 , 939 ," 1,256 ", 236 , 8 , -   , -   , 1 , 8 , 11 , 40 ," 45,625 ", 495 , 187 , 11 , 107 , 214 , 750 ," 1,700 ",,
Michigan,Oakland County," 1,202,362 "," 181,697 "," 411,407 "," 181,697 "," 26,277 "," 76,748 "," 26,277 "," 446,455 "," 82,528 "," 355,274 "," 51,720 "," 24,691 ", 85 ," 1,209 "," 13,477 "," 15,224 "," 12,274 "," 182,731 "," 13,882 "," 10,830 ", 38 , 527 ," 5,425 "," 6,483 "," 3,966 ", -   , -   , -   , -   , -   , -   , -   , -   ," 928,912 "," 164,078 "," 67,828 ", 254 ," 2,065 "," 4,129 "," 14,452 "," 14,115 ",,
Michigan,Oceana County," 26,570 "," 1,230 "," 1,765 ", 760 , 581 , 887 , 308 ," 11,891 "," 5,124 "," 10,819 ", 55 , 27 , 2 , 135 , 852 ," 1,454 ", 700 ," 9,569 ", 50 , 25 , 2 , 111 , 629 ," 1,075 ", 602 , 413 , 3 , 4 , -   , 15 , 88 , 162 , 79 ," 23,952 ", 119 , 61 , 4 , 122 , 243 , 852 , 806 ,,
Michigan,Ogemaw County," 21,699 ", 6 , 6 , -   , 3 , 3 , -   ," 9,439 "," 4,024 "," 9,182 ", 12 , 31 , 3 , 67 , 144 , 128 , 776 ," 7,933 ", 8 , 24 , 3 , 53 , 129 , 105 , 640 , 5 , -   , -   , -   , 0 , 0 , -   , 1 ," 21,076 ", 39 , 76 , 6 , 25 , 50 , 176 , 892 ,,
Michigan,Ontonagon County," 6,780 "," 1,160 "," 1,160 ", 0 , 447 , 447 , 0 ," 3,086 "," 1,200 "," 2,999 ", 3 , 5 , 0 , 34 , 45 , 27 , 153 ," 2,596 ", 3 , 3 , 0 , 31 , 35 , 24 , 125 ," 1,128 ", 1 , 5 , -   , 26 , 29 , 24 , 104 ," 6,594 ", 6 , 11 , 1 , 8 , 17 , 59 , 176 ,,
Michigan,Osceola County," 23,528 ", 6 , 6 , -   , 3 , 3 , -   ," 10,923 "," 4,622 "," 10,588 ", 61 , 24 , 2 , 60 , 188 , 158 , 681 ," 9,502 ", 55 , 24 , 1 , 51 , 166 , 136 , 588 , 6 , -   , -   , -   , -   , 1 , -   , 1 ," 22,791 ", 133 , 49 , 6 , 27 , 55 , 192 , 783 ,,
Michigan,Oscoda County," 8,640 ", 69 , 69 , -   , 24 , 24 , -   ," 3,938 "," 1,625 "," 3,845 ", 7 , 3 , 2 , 22 , 60 , 33 , 315 ," 3,368 ", 6 , 3 , 2 , 19 , 52 , 27 , 277 , 68 , -   , -   , -   , 0 , 2 , 0 , 10 ," 8,437 ", 14 , 7 , 3 , 9 , 18 , 63 , 363 ,,
Michigan,Otsego County," 24,164 "," 4,253 "," 5,739 "," 3,831 "," 1,280 "," 1,949 "," 1,123 "," 10,473 "," 3,401 "," 10,188 ", 28 , 34 , 6 , 64 , 154 , 106 , 553 ," 8,407 ", 18 , 24 , 6 , 51 , 124 , 83 , 418 , 416 , -   , 0 , -   , 3 , 8 , 9 , 69 ," 23,413 ", 80 , 93 , 11 , 28 , 57 , 198 , 635 ,,
Michigan,Ottawa County," 263,801 "," 41,399 "," 74,999 "," 41,399 "," 10,363 "," 20,467 "," 10,363 "," 114,264 "," 27,441 "," 103,443 "," 1,599 "," 2,714 ", 33 , 486 ," 5,990 "," 9,571 "," 2,328 "," 70,784 ", 840 ," 1,346 ", 16 , 284 ," 3,199 "," 5,071 "," 1,378 ", -   , -   , -   , -   , -   , -   , -   , -   ," 237,638 "," 3,874 "," 6,738 ", 74 , 774 ," 1,548 "," 5,417 "," 2,677 ",,
Michigan,Presque Isle County," 13,376 "," 1,555 "," 1,934 ", 114 , 419 , 583 , 53 ," 5,496 "," 1,704 "," 5,368 ", 21 , 15 , 0 , 37 , 54 , 43 , 232 ," 4,777 ", 16 , 10 , 0 , 34 , 48 , 40 , 195 ," 1,419 ", 2 , 6 , 1 , 15 , 17 , 30 , 82 ," 13,050 ", 56 , 41 , 1 , 11 , 23 , 80 , 267 ,,
Michigan,Roscommon County," 24,449 "," 1,629 "," 2,035 "," 1,539 ", 720 , 914 , 691 ," 10,697 "," 4,325 "," 10,409 ", 42 , 33 , 0 , 66 , 147 , 119 , 763 ," 8,088 ", 32 , 22 , 0 , 51 , 113 , 96 , 536 , 87 , -   , -   , -   , -   , 6 , 3 , 15 ," 23,791 ", 91 , 73 , 2 , 25 , 49 , 172 , 878 ,,
Michigan,Saginaw County," 200,169 "," 30,110 "," 57,461 "," 30,108 "," 11,386 "," 23,908 "," 11,385 "," 87,270 "," 32,151 "," 65,291 "," 16,456 ", 904 , 29 , 380 ," 4,210 "," 6,688 "," 6,517 "," 45,828 "," 8,230 ", 574 , 13 , 241 ," 2,404 "," 3,885 "," 3,508 ", 3 , -   , -   , -   , -   , -   , -   , 0 ," 149,272 "," 38,114 "," 2,108 ", 65 , 531 ," 1,061 "," 3,714 "," 7,495 ",,
Michigan,Sanilac County," 43,114 "," 3,078 "," 4,011 "," 1,741 "," 1,058 "," 1,494 ", 607 ," 18,523 "," 7,018 "," 17,940 ", 53 , 62 , 3 , 81 , 384 , 555 ," 1,045 "," 14,952 ", 42 , 41 , 3 , 70 , 281 , 401 , 811 ," 1,317 ", 4 , 1 , -   , 13 , 19 , 26 , 92 ," 41,649 ", 150 , 144 , 7 , 58 , 116 , 407 ," 1,201 ",,
Michigan,Schoolcraft County," 8,485 "," 1,951 "," 2,334 "," 1,155 ", 788 ," 1,010 ", 584 ," 3,863 "," 1,486 "," 3,395 ", 5 , 6 , -   , 334 , 123 , 28 , 271 ," 3,057 ", 4 , 6 , -   , 302 , 111 , 24 , 223 , 970 , -   , 1 , -   , 108 , 57 , 13 , 96 ," 7,432 ", 11 , 13 , -   , 51 , 103 , 360 , 311 ,,
Michigan,Shiawassee County," 70,648 "," 9,649 "," 15,711 "," 9,649 "," 3,416 "," 5,695 "," 3,416 "," 30,993 "," 9,190 "," 29,986 ", 138 , 105 , 13 , 149 , 603 , 742 ," 1,654 "," 23,236 ", 101 , 66 , 11 , 121 , 474 , 563 ," 1,136 ", -   , -   , -   , -   , -   , -   , -   , -   ," 68,315 ", 325 , 256 , 27 , 86 , 173 , 604 ," 1,902 ",,
Michigan,St. Clair County," 163,040 "," 29,091 "," 39,892 "," 29,087 "," 9,984 "," 13,879 "," 9,982 "," 73,079 "," 21,674 "," 68,663 "," 1,752 ", 337 , 14 , 318 ," 1,994 "," 2,135 "," 3,961 "," 57,253 "," 1,412 ", 264 , 11 , 255 ," 1,596 "," 1,707 "," 3,090 ", 4 , -   , -   , -   , -   , -   , -   , 0 ," 153,052 "," 3,976 ", 777 , 29 , 260 , 521 ," 1,822 "," 4,555 ",,
Michigan,St. Joseph County," 61,295 "," 4,650 "," 8,790 "," 4,650 "," 1,689 "," 3,638 "," 1,689 "," 25,021 "," 8,687 "," 23,141 ", 633 , 157 , 1 , 109 , 980 ," 1,055 "," 1,124 "," 18,657 ", 408 , 112 , 1 , 90 , 569 , 545 , 821 , -   , -   , -   , -   , -   , -   , -   , -   ," 55,519 "," 1,600 ", 418 , 2 , 188 , 376 ," 1,315 "," 1,293 ",,
Michigan,Tuscola County," 55,729 "," 4,271 "," 6,403 "," 1,744 "," 1,894 "," 2,911 ", 933 ," 25,624 "," 9,649 "," 24,666 ", 277 , 62 , 8 , 127 , 485 , 720 ," 1,504 "," 21,717 ", 216 , 46 , 7 , 115 , 400 , 606 ," 1,260 "," 2,453 ", 6 , 13 , -   , 19 , 101 , 128 , 304 ," 53,578 ", 634 , 160 , 17 , 67 , 134 , 469 ," 1,730 ",,
Michigan,Van Buren County," 76,258 "," 1,876 "," 3,485 "," 1,876 ", 651 ," 1,337 ", 651 ," 32,459 "," 11,349 "," 28,218 "," 1,336 ", 133 , 8 , 274 ," 2,489 "," 3,297 "," 1,925 "," 23,363 "," 1,121 ", 108 , 7 , 234 ," 2,070 "," 2,762 "," 1,582 ", -   , -   , -   , -   , -   , -   , -   , -   ," 66,129 "," 3,100 ", 313 , 17 , 335 , 670 ," 2,345 "," 2,213 ",,
Michigan,Washtenaw County," 344,791 "," 43,382 "," 100,945 "," 43,382 "," 10,451 "," 32,569 "," 10,451 "," 136,732 "," 36,747 "," 102,874 "," 17,554 "," 9,809 ", 52 , 465 ," 5,979 "," 5,179 "," 3,967 "," 59,451 "," 8,976 "," 4,361 ", 30 , 268 ," 3,073 "," 2,636 "," 1,832 ", -   , -   , -   , -   , -   , -   , -   , -   ," 256,880 "," 43,767 "," 27,109 ", 128 , 845 ," 1,691 "," 5,917 "," 4,562 ",,
Michigan,Wayne County," 1,820,584 "," 134,988 "," 521,086 "," 134,988 "," 41,275 "," 203,711 "," 41,275 "," 528,907 "," 205,941 "," 296,365 "," 198,278 "," 12,400 ", 117 ," 1,997 "," 19,751 "," 24,207 "," 44,068 "," 97,428 "," 34,245 "," 5,202 ", 41 , 590 ," 4,909 "," 5,349 "," 8,363 ", -   , -   , -   , -   , -   , -   , -   , -   ," 951,936 "," 737,943 "," 45,915 ", 404 ," 4,219 "," 8,439 "," 29,535 "," 50,678 ",,
Michigan,Wexford County," 32,735 "," 4,064 "," 5,748 "," 3,578 "," 1,375 "," 2,109 "," 1,179 "," 13,591 "," 5,310 "," 13,148 ", 50 , 74 , 8 , 85 , 227 , 198 , 808 ," 11,391 ", 44 , 61 , 7 , 71 , 195 , 167 , 662 , 470 , 1 , 3 , -   , 10 , 17 , 16 , 68 ," 31,590 ", 129 , 195 , 18 , 40 , 80 , 281 , 929 ,,
Minnesota,Aitkin County," 16,202 "," 2,738 "," 2,738 ", 199 , 919 , 919 , 56 ," 7,828 "," 2,753 "," 7,485 ", 27 , 14 , 2 , 189 , 112 , 75 , 377 ," 6,903 ", 21 , 12 , 1 , 176 , 105 , 65 , 333 ," 2,638 ", 13 , 8 , 2 , 80 , 85 , 43 , 277 ," 15,494 ", 57 , 27 , 4 , 31 , 62 , 217 , 433 ,,
Minnesota,Anoka County," 330,844 "," 63,285 "," 112,737 "," 63,285 "," 10,772 "," 21,189 "," 10,772 "," 139,494 "," 24,546 "," 122,357 "," 5,686 "," 5,296 ", 37 , 919 ," 5,198 "," 4,660 "," 3,464 "," 79,404 "," 2,695 "," 3,130 ", 24 , 507 ," 2,776 "," 2,441 "," 1,765 ", -   , -   , -   , -   , -   , -   , -   , -   ," 287,802 "," 14,503 "," 12,868 ", 104 , 778 ," 1,557 "," 5,448 "," 3,983 ",,
Minnesota,Becker County," 32,504 "," 5,609 "," 7,508 "," 1,010 "," 2,074 "," 2,904 ", 401 ," 15,171 "," 4,532 "," 13,396 ", 55 , 56 , 3 ," 1,163 ", 498 , 176 , 637 ," 11,618 ", 39 , 38 , 1 ," 1,068 ", 418 , 144 , 480 ," 3,666 ", 5 , 17 , -   ," 1,761 ", 406 , 118 , 466 ," 28,720 ", 138 , 125 , 7 , 176 , 351 ," 1,230 ", 733 ,,
Minnesota,Beltrami County," 44,442 "," 7,180 "," 9,994 "," 2,108 "," 3,496 "," 4,943 ", 720 ," 19,163 "," 7,474 "," 14,354 ", 90 , 121 , 6 ," 4,014 ", 578 , 278 , 918 ," 11,371 ", 55 , 66 , 4 ," 3,765 ", 436 , 216 , 790 ," 2,335 ", 14 , 15 , -   ," 5,796 ", 178 , 110 , 876 ," 33,359 ", 262 , 309 , 18 , 525 ," 1,049 "," 3,673 "," 1,056 ",,
Minnesota,Benton County," 38,451 "," 5,769 "," 10,024 "," 5,206 "," 1,523 "," 3,347 "," 1,408 "," 15,904 "," 4,495 "," 15,264 ", 184 , 123 , 1 , 58 , 274 , 220 , 636 ," 10,581 ", 46 , 70 , 1 , 27 , 132 , 122 , 341 , 544 , 2 , 9 , -   , 3 , 21 , 17 , 19 ," 36,348 ", 749 , 425 , 4 , 46 , 93 , 324 , 731 ,,
Minnesota,Big Stone County," 5,269 "," 1,012 "," 1,012 ", -   , 259 , 259 , -   ," 2,226 ", 612 ," 2,193 ", 4 , 2 , -   , 9 , 18 , 16 , 52 ," 1,786 ", 3 , 2 , -   , 6 , 11 , 11 , 34 ," 1,001 ", 2 , 3 , -   , 4 , 12 , 11 , 32 ," 5,175 ", 11 , 4 , -   , 4 , 8 , 28 , 60 ,,
Minnesota,Blue Earth County," 64,013 "," 12,444 "," 18,987 "," 11,973 "," 5,438 "," 7,936 "," 5,325 "," 27,951 "," 10,063 "," 25,934 ", 771 , 571 , 9 , 75 , 592 , 663 , 864 ," 19,016 ", 536 , 445 , 6 , 53 , 414 , 465 , 551 , 466 , 2 , 1 , 0 , 1 , 4 , 15 , 27 ," 59,400 "," 1,741 "," 1,249 ", 22 , 80 , 160 , 560 , 994 ,,
Minnesota,Brown County," 25,893 "," 2,226 "," 5,928 "," 2,037 ", 523 ," 1,484 ", 478 ," 9,877 "," 2,370 "," 9,637 ", 22 , 58 , 1 , 6 , 154 , 268 , 249 ," 5,099 ", 12 , 27 , -   , 4 , 53 , 71 , 105 , 186 , 0 , 0 , -   , 0 , 5 , 2 , 4 ," 25,245 ", 61 , 153 , 2 , 22 , 43 , 151 , 286 ,,
Minnesota,Carlton County," 35,386 "," 3,337 "," 4,437 "," 1,321 ", 747 ," 1,071 ", 292 ," 14,435 "," 3,879 "," 12,919 ", 233 , 65 , 1 , 893 , 322 , 186 , 478 ," 10,973 ", 171 , 57 , 1 , 718 , 257 , 151 , 376 ," 1,949 ", 5 , 11 , -   , 84 , 80 , 34 , 119 ," 31,727 ", 498 , 160 , 4 , 150 , 300 ," 1,049 ", 549 ,,
Minnesota,Carver County," 91,042 "," 17,430 "," 28,638 "," 17,430 "," 1,715 "," 2,987 "," 1,715 "," 38,142 "," 3,959 "," 35,507 ", 418 ," 1,075 ", 4 , 72 ," 1,067 "," 1,323 ", 463 ," 25,004 ", 269 , 797 , 2 , 42 , 739 , 897 , 293 , -   , -   , -   , -   , -   , -   , -   , -   ," 84,450 "," 1,124 "," 2,478 ", 15 , 149 , 298 ," 1,041 ", 533 ,,
Minnesota,Cass County," 28,567 "," 1,978 "," 1,978 ", 6 , 744 , 744 , 3 ," 13,245 "," 4,526 "," 11,492 ", 30 , 38 , 1 ," 1,383 ", 301 , 153 , 612 ," 10,785 ", 29 , 33 , 1 ," 1,075 ", 262 , 133 , 537 ," 1,650 ", 10 , 7 , -   , 513 , 115 , 50 , 219 ," 24,534 ", 61 , 88 , 3 , 194 , 388 ," 1,358 ", 704 ,,
Minnesota,Chippewa County," 12,441 "," 1,010 "," 2,377 ", 660 , 316 , 806 , 230 ," 4,804 "," 1,494 "," 4,505 ", 25 , 26 , 49 , 50 , 149 , 164 , 111 ," 2,936 ", 14 , 17 , 49 , 25 , 74 , 73 , 61 , 341 , 1 , 3 , 4 , -   , 8 , 10 , 7 ," 11,632 ", 65 , 57 , 97 , 30 , 59 , 207 , 128 ,,
Minnesota,Chisago County," 53,887 "," 10,417 "," 13,232 "," 10,099 "," 1,318 "," 1,909 "," 1,245 "," 25,771 "," 4,410 "," 24,674 ", 314 , 234 , 5 , 154 , 389 , 397 , 659 ," 21,194 ", 295 , 195 , 5 , 140 , 322 , 335 , 550 , 312 , 1 , 2 , -   , 1 , 6 , 11 , 20 ," 51,621 ", 645 , 478 , 10 , 57 , 113 , 397 , 758 ,,
Minnesota,Clay County," 58,999 "," 5,666 "," 15,594 "," 4,504 "," 1,345 "," 4,670 "," 1,109 "," 22,733 "," 5,911 "," 21,187 ", 312 , 295 , 3 , 312 , 624 , 749 , 596 ," 10,556 ", 93 , 76 , 1 , 129 , 285 , 342 , 221 ," 1,119 ", 2 , 6 , -   , 33 , 44 , 24 , 28 ," 54,684 ", 842 , 846 , 21 , 130 , 261 , 912 , 686 ,,
Minnesota,Clearwater County," 8,695 "," 1,702 "," 1,702 ", 38 , 659 , 659 , 13 ," 3,882 "," 1,443 "," 3,407 ", 11 , 10 , 0 , 333 , 121 , 43 , 215 ," 3,143 ", 11 , 7 , 0 , 310 , 110 , 42 , 193 ," 1,477 ", 1 , 5 , -   , 372 , 73 , 50 , 175 ," 7,579 ", 30 , 21 , 1 , 53 , 106 , 372 , 247 ,,
Minnesota,Cook County," 5,176 ", 814 , 814 , 317 , 231 , 231 , 82 ," 2,120 ", 598 ," 1,855 ", 5 , 7 , 2 , 200 , 52 , 23 , 58 ," 1,664 ", 3 , 4 , 1 , 141 , 43 , 20 , 49 , 783 , 1 , 5 , 1 , 16 , 38 , 13 , 36 ," 4,559 ", 17 , 27 , 3 , 29 , 57 , 200 , 66 ,,
Minnesota,Cottonwood County," 11,687 ", 514 , 514 , -   , 121 , 121 , -   ," 3,586 "," 1,038 "," 3,381 ", 22 , 66 , 4 , 6 , 106 , 133 , 150 ," 2,335 ", 6 , 21 , -   , 4 , 61 , 58 , 99 , 486 , -   , 5 , -   , 4 , 46 , 46 , 46 ," 10,773 ", 87 , 317 , 17 , 25 , 49 , 173 , 172 ,,
Minnesota,Crow Wing County," 62,500 "," 4,196 "," 8,907 "," 3,521 "," 1,166 "," 3,308 "," 1,000 "," 27,312 "," 7,390 "," 26,478 ", 127 , 96 , 7 , 205 , 398 , 252 , 731 ," 20,801 ", 65 , 56 , 6 , 132 , 256 , 170 , 441 , 659 , 1 , 1 , -   , 10 , 20 , 18 , 22 ," 60,368 ", 313 , 232 , 16 , 79 , 157 , 550 , 841 ,,
Minnesota,Dakota County," 398,552 "," 68,997 "," 148,779 "," 68,997 "," 9,277 "," 23,385 "," 9,277 "," 156,491 "," 24,275 "," 135,207 "," 6,142 "," 6,786 ", 85 , 598 ," 7,674 "," 8,441 "," 2,767 "," 68,047 "," 1,989 "," 3,149 ", 44 , 262 ," 3,206 "," 3,329 ", 974 , -   , -   , -   , -   , -   , -   , -   , -   ," 339,499 "," 18,709 "," 17,451 ", 216 ," 1,134 "," 2,268 "," 7,937 "," 3,182 ",,
Minnesota,Dodge County," 20,087 "," 1,405 "," 3,893 "," 1,146 ", 337 , 911 , 270 ," 8,848 "," 1,828 "," 8,490 ", 27 , 40 , 2 , 25 , 264 , 400 , 185 ," 6,127 ", 14 , 21 , 2 , 14 , 151 , 220 , 122 , 247 , 0 , 1 , 2 , -   , 19 , 22 , 11 ," 19,294 ", 60 , 90 , 4 , 32 , 64 , 224 , 212 ,,
Minnesota,Douglas County," 36,009 "," 4,448 "," 5,721 "," 2,397 "," 1,246 "," 1,670 ", 719 ," 16,736 "," 4,045 "," 16,366 ", 66 , 77 , 1 , 45 , 181 , 146 , 372 ," 13,948 ", 40 , 56 , 1 , 32 , 129 , 96 , 263 ," 2,025 ", 4 , 3 , -   , 12 , 29 , 28 , 82 ," 35,186 ", 150 , 164 , 4 , 25 , 51 , 177 , 428 ,,
Minnesota,Faribault County," 14,553 ", 912 ," 1,553 ", 86 , 325 , 506 , 26 ," 5,560 "," 1,601 "," 5,389 ", 21 , 15 , -   , 18 , 117 , 249 , 155 ," 3,705 ", 18 , 8 , -   , 15 , 81 , 152 , 91 , 787 , 6 , 10 , -   , 7 , 47 , 81 , 35 ," 14,042 ", 47 , 43 , -   , 21 , 42 , 147 , 179 ,,
Minnesota,Fillmore County," 20,866 ", 283 , 283 , -   , 77 , 77 , -   ," 8,439 "," 2,314 "," 8,291 ", 20 , 32 , -   , 8 , 89 , 82 , 230 ," 6,649 ", 14 , 29 , -   , 7 , 73 , 72 , 179 , 281 , 1 , 0 , -   , 0 , 3 , 1 , 13 ," 20,497 ", 49 , 71 , -   , 12 , 25 , 87 , 264 ,,
Minnesota,Freeborn County," 31,255 "," 3,704 "," 6,221 "," 3,025 "," 1,296 "," 2,195 "," 1,133 "," 14,457 "," 4,578 "," 13,483 ", 105 , 98 , 6 , 31 , 734 ," 1,255 ", 570 ," 11,014 ", 58 , 63 , 5 , 23 , 465 , 836 , 422 , 666 , -   , 2 , -   , -   , 23 , 17 , 21 ," 29,121 ", 231 , 238 , 18 , 82 , 165 , 576 , 656 ,,
Minnesota,Goodhue County," 46,183 "," 3,309 "," 5,451 "," 3,201 ", 694 ," 1,211 ", 679 ," 18,570 "," 3,901 "," 17,558 ", 179 , 106 , 7 , 239 , 480 , 509 , 399 ," 12,899 ", 124 , 71 , 7 , 204 , 336 , 356 , 257 , 106 , -   , 1 , 1 , 0 , 3 , 3 , 2 ," 43,684 ", 445 , 274 , 17 , 88 , 176 , 617 , 459 ,,
Minnesota,Grant County," 6,018 "," 1,327 "," 1,327 ", -   , 430 , 430 , -   ," 2,718 ", 844 ," 2,649 ", 8 , 7 , 1 , 3 , 50 , 42 , 88 ," 2,359 ", 8 , 6 , 1 , 3 , 44 , 40 , 79 ," 1,278 ", 7 , 9 , 1 , 4 , 69 , 59 , 90 ," 5,864 ", 19 , 14 , 1 , 6 , 12 , 42 , 102 ,,
